 auto1, xcor1, auto2, xcor2
        65        76        80        64
        61        55        62        79
        70        48        63        55
        69        49        60        67
        59        59        41        66
        52        76        67        61
        70        63        60        62
        73        51        60        56
        67        69        52        66
        55        56        70        64
        63        72        60        65
        60        69        54        63
        55        61        62        62
        59        64        54        62
        76        64        77        59
        59        64        66        47
        64        60        45        57
        58        68        48        63
        61        54        56        69
        65        62        60        67
        66        51        66        54
        67        49        54        67
        75        67        57        59
        70        66        68        74
        73        55        61        60
        63        63        59        78
        83        58        83        58
        52        57        52        61
        70        68        63        65
        47        65        54        64
        72        69        55        58
        79        65        56        65
        79        59        52        64
        50        57        70        71
        66        70        76        61
        61        70        54        53
        74        79        69        69
        52        71        56        71
        77        54        62        53
        66        63        71        56
        65        61        64        66
        69        66        53        81
        66        56        55        56
        56        69        72        61
        64        69        57        72
        63        69        61        62
        63        54        70        62
        68        59        63        55
        54        63        71        60
        72        64        55        72
        69        54        59        66
        64        66        68        54
        74        68        68        65
        65        58        60        66
        63        58        62        53
        68        60        54        61
        56        62        70        67
        49        56        73        53
        74        53        62        61
        56        46        70        55
        63        60        48        72
        64        70        68        55
        51        57        63        56
        63        60        71        54
        65        58        50        73
        78        71        61        71
        67        68        57        60
        59        78        61        59
        56        50        51        63
        76        73        72        75
        70        59        67        63
        69        65        62        73
        57        69        58        56
        80        61        55        79
        57        66        73        75
        50        61        74        47
        55        47        60        61
        71        68        57        60
        61        65        62        70
        78        60        69        50
        70        53        68        72
        39        65        56        59
        70        60        46        64
        59        57        67        62
        82        63        64        49
        64        62        56        73
        64        72        53        56
        64        53        64        54
        67        65        62        64
        53        65        58        70
        64        50        63        66
        62        65        62        57
        70        70        55        65
        75        61        56        78
        70        55        63        56
        61        60        61        69
        72        68        62        66
        64        60        55        60
        58        57        76        61
        70        60        73        62
        56        64        49        57
        64        71        61        63
        53        58        73        75
        65        62        58        53
        63        71        68        64
        57        54        74        68
        63        60        58        64
        76        62        51        62
        58        67        43        60
        56        64        81        55
        72        69        83        61
        63        55        50        60
        81        58        52        68
        65        54        60        64
        54        70        53        66
        81        64        72        64
        56        55        69        83
        61        59        48        68
        58        68        61        66
        65        53        45        51
        76        64        75        68
        62        60        67        74
        54        69        65        63
        78        58        56        66
        74        63        78        66
        70        50        65        55
        58        71        63        58
        76        72        68        58
        70        68        62        57
        46        49        57        60
        72        69        54        66
        74        63        75        64
        58        64        49        51
        61        63        55        69
        67        42        62        66
        58        59        53        71
        72        63        60        66
        73        65        65        68
        60        50        59        51
        68        58        52        59
        60        56        57        75
        80        54        63        58
        62        57        68        65
        47        69        65        55
        71        59        57        66
        58        59        61        56
        59        63        56        63
        72        62        55        69
        64        66        70        76
        56        57        54        45
        64        78        58        60
        64        63        59        59
        70        56        65        70
        53        58        64        72
        57        62        62        61
        61        66        60        61
        77        67        60        66
        74        59        65        63
        58        59        56        58
        50        55        61        69
        63        60        70        63
        64        69        56        55
        66        76        62        79
        58        59        57        55
        53        63        64        71
        67        59        55        54
        73        68        62        78
        55        71        88        58
        55        51        54        57
        59        62        52        76
        74        61        59        76
        77        57        62        57
        59        61        59        59
        48        67        74        59
        68        64        57        66
        77        63        52        60
        66        60        52        60
        65        55        67        62
        76        74        71        57
        59        64        77        69
        91        69        49        61
        45        58        56        68
        78        60        70        60
        62        64        72        73
        65        61        58        57
        81        73        62        69
        62        58        60        58
        70        63        70        78
        64        55        50        53
        65        64        55        45
        58        60        70        54
        76        62        56        71
        62        64        58        73
        67        56        62        68
        65        72        73        47
        63        65        59        65
        85        70        51        59
        70        51        67        69
        58        59        64        63
        60        58        74        54
        78        69        63        57
        58        64        59        68
        64        64        70        56
        65        62        63        65
        57        67        71        66
        60        55        65        71
        67        74        58        62
        71        67        58        61
        58        63        61        62
        59        60        65        76
        58        54        47        69
        63        65        51        64
        73        63        58        64
        59        60        67        60
        61        54        61        67
        48        53        72        60
        81        61        69        66
        69        63        61        57
        69        58        53        68
        47        65        62        63
        56        66        50        61
        72        64        53        70
        66        52        71        64
        62        61        61        61
        67        58        52        62
        69        76        61        63
        59        63        72        58
        60        55        59        53
        68        64        54        58
        72        60        51        72
        65        65        67        68
        59        66        50        50
        65        47        56        62
        57        82        70        62
        62        76        66        79
        73        55        58        49
        57        63        62        66
        62        65        68        63
        87        74        56        75
        70        58        66        55
        52        75        62        67
        70        69        63        59
        58        63        65        46
        71        62        54        64
        68        65        60        71
        58        67        66        64
        71        60        65        74
        53        66        56        60
        54        69        60        83
        63        60        48        78
        65        56        61        67
        65        50        60        61
        59        77        69        63
        61        62        54        62
        79        56        69        65
        58        54        63        59
        81        54        55        75
        74        81        60        68
        61        74        51        58
        68        65        62        49
        59        49        61        72
        72        57        59        67
        66        54        64        53
        63        70        58        53
        72        61        51        56
        63        58        66        64
        65        61        59        62
        57        62        71        64
        56        66        59        67
        60        65        69        50
        82        64        52        71
        64        60        59        70
        59        65        63        55
        82        58        76        62
        77        64        66        70
        65        71        56        58
        71        67        63        73
        65        56        62        75
        61        64        61        50
        62        59        59        54
        67        53        59        80
        64        54        69        71
        70        57        67        74
        78        67        39        62
        61        53        74        55
        62        60        64        58
        64        68        64        64
        89        61        54        64
        68        57        50        83
        63        64        62        58
        79        72        71        59
        57        69        57        58
        68        64        56        62
        63        60        71        79
        58        75        45        49
        72        69        59        69
        74        60        57        82
        60        64        71        56
        89        59        70        62
        64        66        66        61
        70        53        64        63
        64        57        45        55
        66        62        65        60
        63        79        56        60
        74        49        60        58
        69        70        55        77
        61        62        65        56
        79        71        61        60
        69        70        62        66
        59        60        49        63
        62        59        63        46
        65        70        64        77
        52        63        58        63
        74        63        49        72
        50        62        68        67
        68        73        61        55
        55        74        70        64
        72        68        63        63
        74        55        55        61
        65        56        70        79
        52        58        76        55
        71        65        65        66
        59        54        52        54
        73        70        65        72
        64        70        56        64
        63        58        61        66
        71        62        58        74
        64        66        48        59
        55        83        61        66
        67        54        70        72
        65        67        68        63
        67        56        64        69
        61        58        68        72
        67        72        60        63
        65        68        54        61
        64        65        82        69
        65        44        53        63
        73        60        53        64
        70        73        54        61
        71        63        66        64
        58        57        63        75
        55        67        61        55
        64        61        62        65
        72        66        56        74
        54        62        61        59
        74        78        54        53
        68        58        72        63
        69        52        75        78
        64        51        49        63
        62        53        75        68
        74        56        73        54
        64        54        48        58
        55        60        61        70
        74        74        68        71
        56        65        56        62
        68        75        65        59
        70        77        57        63
        61        62        61        57
        70        64        61        78
        72        59        65        58
        71        69        61        64
        63        58        51        60
        67        72        82        64
        63        59        69        65
        80        66        62        67
        67        48        48        56
        65        69        66        65
        55        53        78        53
        58        48        70        63
        79        65        50        74
        71        63        62        57
        72        78        62        70
        79        66        66        63
        72        58        64        63
        62        63        60        57
        63        70        62        50
        73        53        63        70
        57        61        67        64
        69        67        71        64
        68        59        62        74
        66        62        44        60
        62        62        58        57
        68        65        63        64
        59        68        63        63
        70        61        70        62
        64        56        69        59
        59        66        51        48
        56        75        57        59
        66        65        59        70
        77        66        68        62
        66        76        59        60
        55        58        55        58
        63        66        67        55
        55        51        60        72
        58        61        56        62
        75        67        60        57
        72        70        73        75
        68        51        51        66
        48        57        71        64
        54        76        52        57
        63        75        57        66
        75        61        57        59
        69        50        71        68
        70        61        49        73
        54        63        69        69
        67        66        60        54
        70        62        68        71
        62        55        65        66
        63        59        48        66
        79        59        58        64
        63        69        74        66
        70        60        66        73
        72        58        78        42
        72        56        52        73
        58        77        54        74
        73        71        67        76
        80        62        71        71
        63        61        59        65
        64        45        64        75
        63        64        79        62
        63        66        50        59
        68        66        51        67
        57        64        55        76
        69        58        58        60
        55        56        72        46
        77        80        55        73
        71        81        62        58
        69        58        65        64
        69        54        67        57
        68        58        52        73
        53        77        53        68
        63        69        64        47
        80        64        62        80
        55        70        66        47
        66        63        53        58
        58        63        55        67
        77        72        69        54
        60        59        51        76
        60        65        52        63
        80        72        66        52
        57        49        63        72
        57        69        66        64
        68        67        74        56
        74        66        66        64
        67        62        58        72
        63        60        60        83
        63        71        63        60
        67        79        48        61
        77        68        69        62
        74        61        59        65
        60        50        66        69
        80        68        51        74
        57        71        56        56
        66        64        65        63
        61        48        65        70
        75        66        58        74
        68        78        67        57
        68        65        56        59
        61        61        63        48
        63        64        63        75
        69        66        51        63
        71        65        62        72
        56        48        57        58
        67        56        65        57
        62        74        69        71
        79        77        52        63
        67        65        59        70
        62        52        66        61
        66        66        65        48
        69        72        61        67
        63        76        50        74
        71        65        61        66
        59        60        55        56
        62        59        63        64
        66        58        59        72
        80        76        60        56
        64        51        46        56
        51        63        78        80
        73        67        69        57
        78        81        68        66
        69        74        47        63
        58        60        69        88
        76        59        61        62
        59        90        68        70
        69        65        71        64
        59        60        52        65
        51        74        65        66
        76        62        67        74
        62        60        67        66
        68        62        58        58
        73        70        53        68
        68        55        64        70
        64        60        71        73
        62        62        57        61
        56        69        73        65
        73        54        63        65
        74        68        59        64
        77        49        63        72
        53        48        63        69
        69        49        59        51
        65        62        65        74
        75        76        64        67
        62        72        43        67
        72        63        59        60
        57        55        62        75
        65        51        62        63
        88        73        57        57
        68        73        50        66
        65        58        62        64
        52        63        53        62
        69        60        72        68
        85        65        66        59
        65        73        59        65
        73        71        68        60
        55        53        60        83
        70        71        68        50
        68        46        65        63
        72        61        62        70
        63        73        55        77
        80        53        64        63
        74        62        63        68
        51        65        60        62
        71        60        67        72
        72        69        60        71
        58        71        63        66
        64        61        66        61
        57        58        66        71
        63        69        67        68
        70        64        57        59
        59        68        62        57
        60        63        71        77
        60        65        58        60
        57        60        47        56
        73        66        58        64
        77        66        74        70
        59        62        69        73
        56        55        47        56
        67        55        57        80
        88        68        53        67
        69        77        62        60
        47        66        61        65
        70        61        57        59
        67        63        60        55
        65        52        58        59
        62        63        55        77
        57        70        68        75
        59        67        59        68
        73        67        72        64
        76        57        44        64
        74        85        72        63
        66        61        54        66
        54        52        70        81
        79        58        59        44
        71        69        61        64
        63        59        67        64
        69        58        67        68
        75        59        69        65
        54        64        75        58
        70        64        60        66
        80        64        45        71
        69        68        73        63
        54        60        65        62
        65        54        58        61
        61        68        47        72
        71        63        70        58
        66        74        53        59
        68        58        57        76
        64        70        55        67
        79        68        50        76
        70        72        63        57
        67        54        82        69
        71        75        46        60
        69        44        60        65
        58        65        66        64
        67        52        69        56
        66        74        50        58
        55        81        63        57
        66        63        80        65
        87        59        54        70
        63        61        46        76
        63        62        64        57
        72        66        75        62
        65        70        58        75
        52        62        58        59
        68        66        61        69
        63        59        80        61
        56        70        64        59
        72        56        63        68
        63        57        59        76
        69        62        55        67
        76        68        61        62
        56        58        62        47
        69        61        65        74
        59        55        67        60
        65        51        63        64
        62        71        68        59
        77        63        66        53
        54        67        69        60
        70        55        58        74
        59        66        56        55
        66        66        64        64
        75        63        49        52
        66        56        64        68
        57        75        61        57
        55        60        69        64
        60        67        54        58
        61        52        52        70
        63        72        58        53
        77        65        67        75
        68        66        57        76
        69        59        66        61
        58        58        69        67
        62        71        65        56
        68        64        59        52
